post_id,author_username,searched_author,created_at,created_at_date,text,contains_exact_phrase,like_count,retweet_count,reply_count,quote_count,impression_count,is_retweet,retweeted_tweet_id,quoted_tweet_id,reply_to_tweet_id,urls,post_url
1213090343794696192,NPR,NPR,2020-01-03T13:30:50+00:00,,"Despite his openness about having a son on the autism spectrum, some advocates say Andrew Yang's policy proposals meant to help people on the autism spectrum and with disabilities lack heft and specificity. https://t.co/AxuB6kL7Yp",True,47,14,8,1,0,False,,,,[],https://x.com/NPR/status/1213090343794696192
1213123548237070337,NPR,NPR,2020-01-03T15:42:47+00:00,,"One disability justice advocate says Andrew Yang \""falls into a very familiar pattern of non-autistic parents of autistic children using their children to support their own credibility as speakers about autism without actually consulting autistic people.\"" https://t.co/32KeThKEK5",True,274,58,196,43,0,False,,,,[],https://x.com/NPR/status/1213123548237070337
1213249459292905472,NPR,NPR,2020-01-04T00:03:06+00:00,,One disability researcher raised concern that Andrew Yang's new plan to fund research and support children with disabilities focuses only on children — rather than also including policy directed at disabled adults. https://t.co/cROWcB9sFR,False,185,44,26,6,0,False,,,,[],https://x.com/NPR/status/1213249459292905472
1214248039273156608,SpectrumNews1OH,SpectrumNews1OH,2020-01-06T18:11:06+00:00,,"Harrison was born with Down syndrome and was diagnosed with autism at 4. Along with his fashion sense, his special needs are the inspiration behind the family's business. The online store sells ties, pocket squares and dress socks for youth and adults.https://t.co/b6Hvd8zHDS",True,0,0,0,0,0,False,,,,[],https://x.com/SpectrumNews1OH/status/1214248039273156608
1214496513201754114,BBCWorld,BBCWorld,2020-01-07T10:38:27+00:00,,"13-year-old Markus has sold his 'amazing' artwork at auction for as much as $75,000\n\nThe Russian teenager was diagnosed with epilepsy and autism as a baby and his mother was told to put him into a children's home but she refused\n\nhttps://t.co/r0bwH3jg8e https://t.co/qjcTC1gaXa",True,1258,335,38,39,0,False,,,,[],https://x.com/BBCWorld/status/1214496513201754114
1216500227688894464,DrPhil,DrPhil,2020-01-12T23:20:30+00:00,,"Tennis with Ken Solomon, CEO Tennis Channel, Richard Spurling, founder ACEing Autism, and Greg Meidel, Television Exec Extraordinaire Queen Bee Productions. https://t.co/aBbV6zGrLS",True,243,12,15,6,0,False,,,,[],https://x.com/DrPhil/status/1216500227688894464
1216792665498488834,BioLayne,BioLayne,2020-01-13T18:42:33+00:00,,Woke up today to a post sent to me from @KelechiOpara instagram claiming his probiotic supplement can prevent autism. Sometimes I hate the fucking human race and I hate this fucking industry.,True,181,7,10,1,0,False,,,,[],https://x.com/BioLayne/status/1216792665498488834
1216866947691876352,BioLayne,BioLayne,2020-01-13T23:37:43+00:00,,So he does sell probiotics that he claims prevent autism?,True,5,0,2,0,0,False,,,,[],https://x.com/BioLayne/status/1216866947691876352
1216873402956423169,BioLayne,BioLayne,2020-01-14T00:03:22+00:00,,So ends up you DO sell probiotics and did claim that they can prevent autism. As a father of an autistic son and on behalf of the desperate people in the autistic community who you are trying to sell this to... FUCK YOU. https://t.co/sqJPCLZOPj,True,152,10,12,2,0,False,,,,[],https://x.com/BioLayne/status/1216873402956423169
1218170780728614913,BioLayne,BioLayne,2020-01-17T13:58:41+00:00,,"Yes, some gal claimed my son got autism because I had him vaccinated and went on a big diatribe about it",True,6,0,2,0,0,False,,,,[],https://x.com/BioLayne/status/1218170780728614913
1219764306579009537,BioLayne,BioLayne,2020-01-21T23:30:47+00:00,,"Don't be sorry, my son isn't sick. Autism is a blessing in many ways. But thanks for your concern",True,72,1,3,0,0,False,,,,[],https://x.com/BioLayne/status/1219764306579009537
1220782835382083585,ESPNPR,ESPNPR,2020-01-24T18:58:03+00:00,,"Tonight on #NBACountdown, @wojespn narrates @utahjazz forward @Joeingles7's experience as a father of a child with autism and his efforts to support families with similar experiences\n\n7 p.m. ET | ESPN https://t.co/LgGnBNEgGw",True,797,129,4,29,0,False,,,,[],https://x.com/ESPNPR/status/1220782835382083585
1223333578790129665,ScottPresler,ScottPresler,2020-01-31T19:53:48+00:00,,"A police officer in El Paso gave me a challenge coin in honor of his son, who has autism &amp; down syndrome. \n\nSir, I want you to know that I will treasure this for the rest of my life.\n\nThank you for your service. https://t.co/sCDtgqy3M9",True,1416,287,62,11,0,False,,,,[],https://x.com/ScottPresler/status/1223333578790129665
1224485539069464576,AlexisMcAdamsTV,AlexisMcAdamsTV,2020-02-04T00:11:17+00:00,,Family sues Berwyn School District over repeated abuse and neglect allegations surrounding 8-year-old boy with autism. @ABC7Chicago https://t.co/iKIXqY3oxx,True,3,1,1,0,0,False,,,,[],https://x.com/AlexisMcAdamsTV/status/1224485539069464576
1224900170070085634,MIGOP,MIGOP,2020-02-05T03:38:52+00:00,,"Governor @gretchenwhitmer cut funding for students, rural healthcare, public safety, and people with Autism in an attempt to get her 45 cent gas tax.",True,74,31,14,4,0,False,,,,[],https://x.com/MIGOP/status/1224900170070085634
1225087977229033472,NPR,NPR,2020-02-05T16:05:09+00:00,,"Brains affected by autism appear to share a difference in the cells that produce a substance called myelin, the \""insulation\"" for brain circuits that allow for electrical signals to be quickly and reliably carried from one area to another.\nhttps://t.co/TBJQApwJa6",True,160,81,0,10,0,False,,,,[],https://x.com/NPR/status/1225087977229033472
1231299051603267584,NPR,NPR,2020-02-22T19:25:44+00:00,,"When Anthony Ianni joined the Michigan State basketball team, he tried to keep his autism diagnosis a secret. But an incident stemming from a joke Daymond Green told led to his team finding out. \n\nNow, Anthony calls that incident \""a blessing in disguise.\"" https://t.co/6PUkIKUBX3",True,1040,250,10,50,0,False,,,,[],https://x.com/NPR/status/1231299051603267584
1237047275035254788,HotepJesus,HotepJesus,2020-03-09T16:07:08+00:00,,@TheTeeta https://t.co/pH6nUNiCPI,False,18,9,1,2,0,False,,,,[],https://x.com/HotepJesus/status/1237047275035254788
1238241118539538432,GreekReporter,GreekReporter,2020-03-12T23:11:02+00:00,,Four Remarkable Greeks With #Autism Hope To Conquer Granola Bar Industry https://t.co/PX7a5LGB5I,True,3,0,0,0,0,False,,,,[],https://x.com/GreekReporter/status/1238241118539538432
1238915072614948865,JaniceDean,JaniceDean,2020-03-14T19:49:05+00:00,,@autism_mommie @kidcat4562 I agree. But we do have some control over what WE do and how WE react.,True,1,0,1,0,0,False,,,,[],https://x.com/JaniceDean/status/1238915072614948865
1245697609244827648,JustinTrudeau,JustinTrudeau,2020-04-02T13:00:28+00:00,,"On #WorldAutismAwarenessDay, I want to acknowledge the very real and unique challenges that people with autism and their families are currently facing. Now more than ever, let’s show each other kindness and compassion - and let’s celebrate everything that makes us who we are.",True,5642,1410,190,104,0,False,,,,[],https://x.com/JustinTrudeau/status/1245697609244827648
1245752173620756480,SenThomTillis,SenThomTillis,2020-04-02T16:37:17+00:00,,"I #LightItUpBlue to create a kinder, more inclusive world. \n\nI’ll continue to support research, education, supportive services and awareness for individuals with autism, caregivers and providers. #WorldAutismAwarenessDay https://t.co/otyJLDAqYA",True,56,13,29,5,0,False,,,,[],https://x.com/SenThomTillis/status/1245752173620756480
1245795637360316417,PBS,PBS,2020-04-02T19:30:00+00:00,,We're honored to share Emily S.'s incredible art and inspiring message on World Autism Awareness Day. \n\nWe invite you to share your story with @PortraitPBS: https://t.co/VbEWh3yHQU https://t.co/Bqo7giXJUr,True,37,14,1,4,0,False,,,,[],https://x.com/PBS/status/1245795637360316417
1245881108757188608,Scavino45,Scavino45,2020-04-03T01:09:38.000Z,2020-04-03T00:00:00.000Z,“World Autism Awareness Day is a tribute to the millions of Americans living with autism spectrum disorder (ASD). Their numerous triumphs over many and varied obstacles are a testament to the strength and resolve of the American spirit.“ \n\n#WorldAutismDay https://t.co/fw8KP6vMxG,True,854,268,58,29,0,False,0,0,0,[],https://x.com/Scavino45/status/1245881108757188608
